id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
819,Skwovet,819,0.3,2.5,57,normal,NA,70,55,55,35,35,25,#A8A878,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/7/77/819MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/819.png
820,Greedent,820,0.6,6.0,161,normal,NA,120,95,95,55,75,20,#A8A878,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/0/07/820MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/820.png
821,Rookidee,821,0.2,1.8,49,flying,NA,38,47,35,33,35,57,#A890F0,NA,NA,flying,NA,//archives.bulbagarden.net/media/upload/4/4e/821MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/821.png
822,Corvisquire,822,0.8,16.0,128,flying,NA,68,67,55,43,55,77,#A890F0,NA,NA,flying,NA,//archives.bulbagarden.net/media/upload/6/6d/822MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/822.png
823,Corviknight,823,2.2,75.0,248,flying,steel,98,87,105,53,85,67,#A890F0,#B8B8D0,#9A7AF1,flying,NA,//archives.bulbagarden.net/media/upload/e/e5/823MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/823.png
824,Blipbug,824,0.4,8.0,36,bug,NA,25,20,20,25,45,45,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/8/8e/824MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/824.png
825,Dottler,825,0.4,19.5,117,bug,psychic,50,35,80,50,90,30,#A8B820,#F85888,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/0/00/825MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/825.png
826,Orbeetle,826,0.4,40.8,253,bug,psychic,60,45,110,80,120,90,#A8B820,#F85888,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/a/a2/826MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/826.png
827,Nickit,827,0.6,8.9,49,dark,NA,40,28,28,47,52,50,#705848,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/3/3d/827MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/827.png
828,Thievul,828,1.2,19.9,159,dark,NA,70,58,58,87,92,90,#705848,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/f/f3/828MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/828.png
829,Gossifleur,829,0.4,2.2,50,grass,NA,40,40,60,40,60,10,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/5/50/829MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/829.png
830,Eldegoss,830,0.5,2.5,161,grass,NA,60,50,90,80,120,60,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/0/06/830MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/830.png
831,Wooloo,831,0.6,6.0,49,normal,NA,42,40,55,40,45,48,#A8A878,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/d/d4/831MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/831.png
832,Dubwool,832,1.3,43.0,172,normal,NA,72,80,100,60,90,88,#A8A878,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/c/c5/832MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/832.png
833,Chewtle,833,0.3,8.5,57,water,NA,50,64,50,38,38,44,#6890F0,NA,NA,monster,water1,//archives.bulbagarden.net/media/upload/0/07/833MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/833.png
834,Drednaw,834,1.0,115.5,170,water,rock,90,115,90,48,68,74,#6890F0,#B8A038,#7790F0,monster,water1,//archives.bulbagarden.net/media/upload/1/1b/834MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/834.png
835,Yamper,835,0.3,13.5,54,electric,NA,59,45,50,40,50,26,#F8D030,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/a/ad/835MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/835.png
836,Boltund,836,1.0,34.0,172,electric,NA,69,90,60,90,60,121,#F8D030,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/c/c7/836MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/836.png
837,Rolycoly,837,0.3,12.0,48,rock,NA,30,40,50,40,50,30,#B8A038,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/0/09/837MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/837.png
838,Carkol,838,1.1,78.0,144,rock,fire,80,60,90,60,70,50,#B8A038,#F08030,#B49C64,mineral,NA,//archives.bulbagarden.net/media/upload/9/9b/838MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/838.png
839,Coalossal,839,2.8,310.5,255,rock,fire,110,80,120,80,90,30,#B8A038,#F08030,#B49C64,mineral,NA,//archives.bulbagarden.net/media/upload/5/53/839MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/839.png
840,Applin,840,0.2,0.5,52,grass,dragon,40,40,80,40,40,20,#78C850,#7038F8,#81A763,plant,dragon,//archives.bulbagarden.net/media/upload/b/b5/840MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/840.png
841,Flapple,841,0.3,1.0,170,grass,dragon,70,110,80,95,60,70,#78C850,#7038F8,#81A763,plant,dragon,//archives.bulbagarden.net/media/upload/b/b3/841MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/841.png
842,Appletun,842,0.4,13.0,170,grass,dragon,110,85,80,100,80,30,#78C850,#7038F8,#81A763,plant,dragon,//archives.bulbagarden.net/media/upload/a/ad/842MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/842.png
843,Silicobra,843,2.2,7.6,63,ground,NA,52,57,75,35,50,46,#E0C068,NA,NA,field,dragon,//archives.bulbagarden.net/media/upload/a/ad/843MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/843.png
844,Sandaconda,844,3.8,65.5,179,ground,NA,72,107,125,65,70,71,#E0C068,NA,NA,field,dragon,//archives.bulbagarden.net/media/upload/f/f6/844MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/844.png
845,Cramorant,845,0.8,18.0,166,flying,water,70,85,55,85,95,85,#A890F0,#6890F0,#9A7AF1,water1,flying,//archives.bulbagarden.net/media/upload/1/1b/845MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/845.png
846,Arrokuda,846,0.5,1.0,56,water,NA,41,63,40,40,30,66,#6890F0,NA,NA,water2,NA,//archives.bulbagarden.net/media/upload/9/9c/846MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/846.png
847,Barraskewda,847,1.3,30.0,172,water,NA,61,123,60,60,50,136,#6890F0,NA,NA,water2,NA,//archives.bulbagarden.net/media/upload/a/a2/847MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/847.png
848,Toxel,848,0.4,11.0,48,electric,poison,40,38,35,54,35,40,#F8D030,#A040A0,#E8CA56,no-eggs,NA,//archives.bulbagarden.net/media/upload/b/b3/848MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/848.png
849,Toxtricity,849,1.6,40.0,176,electric,poison,75,98,70,114,70,75,#F8D030,#A040A0,#E8CA56,human-like,NA,//archives.bulbagarden.net/media/upload/c/c7/849MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/849.png
850,Sizzlipede,850,0.7,1.0,61,fire,bug,50,65,45,50,50,45,#F08030,#A8B820,#E2835E,bug,NA,//archives.bulbagarden.net/media/upload/b/bc/850MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/850.png
851,Centiskorch,851,3.0,120.0,184,fire,bug,100,115,65,90,90,65,#F08030,#A8B820,#E2835E,bug,NA,//archives.bulbagarden.net/media/upload/9/96/851MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/851.png
852,Clobbopus,852,0.6,4.0,62,fighting,NA,50,68,60,50,50,32,#C03028,NA,NA,water1,human-like,//archives.bulbagarden.net/media/upload/7/70/852MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/852.png
853,Grapploct,853,1.6,39.0,168,fighting,NA,80,118,90,70,80,42,#C03028,NA,NA,water1,human-like,//archives.bulbagarden.net/media/upload/e/ec/853MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/853.png
854,Sinistea,854,0.1,0.1,62,ghost,NA,40,45,45,74,54,50,#705898,NA,NA,mineral,amorphous,//archives.bulbagarden.net/media/upload/b/b3/854MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/854.png
855,Polteageist,855,0.2,0.4,178,ghost,NA,60,65,65,134,114,70,#705898,NA,NA,mineral,amorphous,//archives.bulbagarden.net/media/upload/f/f3/855MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/855.png
856,Hatenna,856,0.4,3.4,58,psychic,NA,42,30,45,56,53,39,#F85888,NA,NA,fairy,NA,//archives.bulbagarden.net/media/upload/0/07/856MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/856.png
857,Hattrem,857,0.6,4.8,130,psychic,NA,57,40,65,86,73,49,#F85888,NA,NA,fairy,NA,//archives.bulbagarden.net/media/upload/4/4c/857MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/857.png
858,Hatterene,858,2.1,5.1,255,psychic,fairy,57,90,95,136,103,29,#F85888,#EE99AC,#F56790,amorphous,NA,//archives.bulbagarden.net/media/upload/c/c5/858MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/858.png
859,Impidimp,859,0.4,5.5,53,dark,fairy,45,45,30,55,40,50,#705848,#EE99AC,#7D6570,fairy,human-like,//archives.bulbagarden.net/media/upload/1/1d/859MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/859.png
860,Morgrem,860,0.8,12.5,130,dark,fairy,65,60,45,75,55,70,#705848,#EE99AC,#7D6570,fairy,human-like,//archives.bulbagarden.net/media/upload/c/cf/860MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/860.png
861,Grimmsnarl,861,1.5,61.0,255,dark,fairy,95,120,65,95,75,60,#705848,#EE99AC,#7D6570,fairy,human-like,//archives.bulbagarden.net/media/upload/f/f3/861MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/861.png
862,Obstagoon,862,1.6,46.0,260,dark,normal,93,90,101,60,81,95,#705848,#A8A878,#7D6570,field,NA,//archives.bulbagarden.net/media/upload/d/d4/862MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/862.png
863,Perrserker,863,0.8,28.0,154,steel,NA,70,110,100,50,60,50,#B8B8D0,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/0/00/863MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/863.png
864,Cursola,864,1.0,0.4,179,ghost,NA,60,95,50,145,130,30,#705898,NA,NA,water1,water3,//archives.bulbagarden.net/media/upload/d/d3/864MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/864.png
865,Sirfetch'd,865,0.8,117.0,177,fighting,NA,62,135,95,68,82,65,#C03028,NA,NA,flying,field,//archives.bulbagarden.net/media/upload/6/6e/865MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/865.png
866,Mr. Rime,866,1.5,58.2,182,ice,psychic,80,85,75,110,100,70,#98D8D8,#F85888,#AFB8C4,human-like,NA,//archives.bulbagarden.net/media/upload/b/bd/866MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/866.png
867,Runerigus,867,1.6,66.6,169,ground,ghost,58,95,145,50,105,30,#E0C068,#705898,#D6B85C,mineral,amorphous,//archives.bulbagarden.net/media/upload/6/63/867MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/867.png
868,Milcery,868,0.2,0.3,54,fairy,NA,45,40,40,50,61,34,#EE99AC,NA,NA,fairy,amorphous,//archives.bulbagarden.net/media/upload/3/30/868MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/868.png
869,Alcremie,869,0.3,0.5,173,fairy,NA,65,60,75,110,121,64,#EE99AC,NA,NA,fairy,amorphous,//archives.bulbagarden.net/media/upload/1/11/869MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/869.png
870,Falinks,870,3.0,62.0,165,fighting,NA,65,100,100,70,60,75,#C03028,NA,NA,fairy,human-like,//archives.bulbagarden.net/media/upload/3/37/870MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/870.png
871,Pincurchin,871,0.3,1.0,152,electric,NA,48,101,95,91,85,15,#F8D030,NA,NA,water1,amorphous,//archives.bulbagarden.net/media/upload/8/82/871MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/871.png
872,Snom,872,0.3,3.8,37,ice,bug,30,25,35,45,30,20,#98D8D8,#A8B820,#9BC6DD,bug,NA,//archives.bulbagarden.net/media/upload/c/c1/872MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/872.png
873,Frosmoth,873,1.3,42.0,166,ice,bug,70,65,60,125,90,65,#98D8D8,#A8B820,#9BC6DD,bug,NA,//archives.bulbagarden.net/media/upload/a/a2/873MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/873.png
874,Stonjourner,874,2.5,520.0,165,rock,NA,100,125,135,20,20,70,#B8A038,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/1/1a/874MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/874.png
875,Eiscue,875,1.4,89.0,165,ice,NA,75,80,110,65,90,50,#98D8D8,NA,NA,water1,field,//archives.bulbagarden.net/media/upload/1/14/875MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/875.png
876,Indeedee,876,0.9,28.0,166,psychic,normal,60,65,55,105,95,95,#F85888,#A8A878,#E465A1,human-like,NA,//archives.bulbagarden.net/media/upload/5/5a/876MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/876.png
877,Morpeko,877,0.3,3.0,153,electric,dark,58,95,58,70,58,97,#F8D030,#705848,#E8CA56,field,fairy,//archives.bulbagarden.net/media/upload/4/4b/877MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/877.png
878,Cufant,878,1.2,100.0,66,steel,NA,72,80,49,40,49,40,#B8B8D0,NA,NA,field,mineral,//archives.bulbagarden.net/media/upload/1/17/878MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/878.png
879,Copperajah,879,3.0,650.0,175,steel,NA,122,130,69,80,69,30,#B8B8D0,NA,NA,field,mineral,//archives.bulbagarden.net/media/upload/d/da/879MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/879.png
880,Dracozolt,880,1.8,190.0,177,electric,dragon,90,100,90,80,70,75,#F8D030,#7038F8,#E8CA56,no-eggs,NA,//archives.bulbagarden.net/media/upload/a/ad/880MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/880.png
881,Arctozolt,881,2.3,150.0,177,electric,ice,90,100,90,90,80,55,#F8D030,#98D8D8,#E8CA56,no-eggs,NA,//archives.bulbagarden.net/media/upload/4/4e/881MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/881.png
882,Dracovish,882,2.3,215.0,177,water,dragon,90,90,100,70,80,75,#6890F0,#7038F8,#7790F0,no-eggs,NA,//archives.bulbagarden.net/media/upload/4/4b/882MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/882.png
883,Arctovish,883,2.0,175.0,177,water,ice,90,90,100,80,90,55,#6890F0,#98D8D8,#7790F0,no-eggs,NA,//archives.bulbagarden.net/media/upload/d/d3/883MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/883.png
884,Duraludon,884,1.8,40.0,187,steel,dragon,70,95,115,120,50,85,#B8B8D0,#7038F8,#B4AED7,mineral,dragon,//archives.bulbagarden.net/media/upload/4/47/884MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/884.png
885,Dreepy,885,0.5,2.0,54,dragon,ghost,28,60,30,40,30,82,#7038F8,#705898,#7D4DF6,amorphous,dragon,//archives.bulbagarden.net/media/upload/0/00/885MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/885.png
886,Drakloak,886,1.4,11.0,144,dragon,ghost,68,80,50,60,50,102,#7038F8,#705898,#7D4DF6,amorphous,dragon,//archives.bulbagarden.net/media/upload/d/d7/886MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/886.png
887,Dragapult,887,3.0,50.0,300,dragon,ghost,88,120,75,100,75,142,#7038F8,#705898,#7D4DF6,amorphous,dragon,//archives.bulbagarden.net/media/upload/2/2e/887MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/887.png
888,Zacian,888,2.8,110.0,335,fairy,NA,92,130,115,80,115,138,#EE99AC,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/a/a0/888MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/888.png
889,Zamazenta,889,2.9,210.0,335,fighting,NA,92,130,115,80,115,138,#C03028,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/b/b4/889MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/889.png
890,Eternatus,890,20.0,950.0,345,poison,dragon,140,85,95,145,95,130,#A040A0,#7038F8,#A153B3,no-eggs,NA,//archives.bulbagarden.net/media/upload/b/bf/890MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/890.png
891,Kubfu,891,0.6,12.0,77,fighting,NA,60,90,60,53,50,72,#C03028,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/6/61/891MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/891.png
892,Urshifu,892,1.9,105.0,275,fighting,dark,100,130,100,63,60,97,#C03028,#705848,#BA4758,no-eggs,NA,//archives.bulbagarden.net/media/upload/f/f3/892MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/892.png
893,Zarude,893,1.8,70.0,300,dark,grass,105,120,105,70,95,105,#705848,#78C850,#7D6570,no-eggs,NA,//archives.bulbagarden.net/media/upload/4/4b/893MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/893.png
894,Regieleki,894,1.2,145.0,290,electric,NA,80,100,50,100,50,200,#F8D030,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/1/14/894MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/894.png
895,Regidrago,895,2.1,200.0,290,dragon,NA,200,100,50,100,50,80,#7038F8,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/05/895MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/895.png
896,Glastrier,896,2.2,800.0,290,ice,NA,100,145,130,65,110,30,#98D8D8,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/1/1b/896MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/896.png
897,Spectrier,897,2.0,44.5,290,ghost,NA,100,65,60,145,80,130,#705898,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/4/4b/897MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/897.png
898,Calyrex,898,1.1,7.7,250,psychic,grass,100,80,80,80,80,80,#F85888,#78C850,#E465A1,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/0c/898MS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/898.png
10161,Meowth-Galar,52,0.4,7.5,58,steel,NA,50,65,55,40,40,40,#B8B8D0,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/0/0d/052GMS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10161.png
10166,Ponyta-Galar,77,0.8,24.0,82,psychic,NA,50,85,55,65,65,90,#F85888,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/5/5d/077GMS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10166.png
10167,Rapidash-Galar,78,1.7,80.0,175,psychic,fairy,65,100,70,80,80,105,#F85888,#EE99AC,#E465A1,field,NA,//archives.bulbagarden.net/media/upload/0/02/078GMS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10167.png
10168,Slowpoke-Galar,79,1.2,36.0,63,psychic,NA,90,65,65,40,40,15,#F85888,NA,NA,monster,water1,//archives.bulbagarden.net/media/upload/8/82/079GMS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10168.png
10169,Slowbro-Galar,80,1.6,70.5,172,poison,psychic,95,100,95,100,70,30,#A040A0,#F85888,#A153B3,monster,water1,//archives.bulbagarden.net/media/upload/c/cb/080GMS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10169.png
10170,Farfetch'd-Galar,83,0.8,15.0,132,fighting,NA,52,95,55,58,62,55,#C03028,NA,NA,flying,field,//archives.bulbagarden.net/media/upload/0/09/083GMS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10170.png
10171,Weezing-Galar,110,3.0,16.0,172,poison,fairy,65,90,120,85,70,60,#A040A0,#EE99AC,#A153B3,indeterminate,NA,//archives.bulbagarden.net/media/upload/b/bd/110GMS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10171.png
10172,Mr. Mime-Galar,122,1.4,56.8,161,ice,psychic,50,65,65,90,90,100,#98D8D8,#F85888,#AFB8C4,human-like,NA,//archives.bulbagarden.net/media/upload/8/84/122GMS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10172.png
10173,Articuno-Galar,144,1.7,50.9,261,psychic,flying,90,85,85,125,100,95,#F85888,#A890F0,#E465A1,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/0c/144GMS8.png,8,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/Articuno-Galar.png
